order_id,order_date,customer_id,product,region,quantity,unit_price
ORD-002473,2025-05-24,CUST-01051,27in Monitor,East,1,244.66
ORD-002474,2025-12-08,CUST-01084,Office Chair,West,1,256.15
ORD-002475,2025-06-29,CUST-00202,Wireless Mouse,East,1,26.14
ORD-002476,2025-07-17,CUST-00762,Wireless Mouse,West,2,23.43
ORD-002477,2025-09-15,CUST-00874,27in Monitor,West,1,200.18
ORD-002478,2025-08-16,CUST-00581,USB-C Hub,East,1,43.47
ORD-002479,2024-08-14,CUST-00370,USB-C Hub,North,2,47.93
ORD-002480,2025-03-11,CUST-00533,Standing Desk Converter,South,2,155.47
ORD-002481,2025-02-25,CUST-01176,Mechanical Keyboard,North,3,94.24
ORD-002482,2025-07-07,CUST-01126,Standing Desk Converter,South,1,196.34
ORD-002483,2024-01-21,CUST-00899,Standing Desk Converter,North,1,181.89
ORD-002484,2025-07-07,CUST-00607,Mechanical Keyboard,North,1,94.49
ORD-002485,2025-01-31,CUST-00873,External SSD,South,1,119.14
ORD-002486,2025-09-16,CUST-01149,Wireless Mouse,East,4,23.5
ORD-002487,2024-04-14,CUST-00770,External SSD,North,1,122.14
ORD-002488,2024-07-10,CUST-00834,Standing Desk Converter,East,3,191.68
ORD-002489,2024-01-17,CUST-00999,USB-C Hub,East,4,42.28
ORD-002490,2024-04-29,CUST-00938,Mechanical Keyboard,East,1,88.37
ORD-002491,2025-01-27,CUST-00236,Office Chair,East,4,262.11
ORD-002492,2025-02-28,CUST-00162,Laptop Stand,East,1,36.16
ORD-002493,2024-05-08,CUST-00554,Laptop Stand,West,1,40.29
ORD-002494,2024-05-09,CUST-00788,Webcam,North,4,57.01
ORD-002495,2025-07-25,CUST-01092,27in Monitor,South,2,238.95
ORD-002496,2025-07-13,CUST-01197,Noise-Canceling Headphones,North,2,172.09
ORD-002497,2024-01-29,CUST-00559,Noise-Canceling Headphones,East,1,181.76
ORD-002498,2024-04-06,CUST-00261,Office Chair,South,2,273.54
ORD-002499,2024-01-10,CUST-00217,Webcam,South,3,60.87
ORD-002500,2024-08-29,CUST-01148,Wireless Mouse,North,1,20.9
ORD-002501,2024-08-19,CUST-00805,Office Chair,East,2,285.41
ORD-002502,2024-10-10,CUST-01186,Standing Desk Converter,East,2,196.86
ORD-002503,2025-12-15,CUST-00201,Office Chair,South,1,243.46
ORD-002504,2025-12-26,CUST-00402,Laptop Stand,South,1,33.94
ORD-002505,2024-07-18,CUST-00275,Noise-Canceling Headphones,West,1,186.15
ORD-002506,2024-03-19,CUST-00206,Wireless Mouse,West,2,26.17
ORD-002507,2024-06-21,CUST-01064,27in Monitor,North,1,236.56
ORD-002508,2025-04-11,CUST-00867,Standing Desk Converter,West,1,179.13
ORD-002509,2025-08-03,CUST-00093,27in Monitor,North,1,226.38
ORD-002510,2025-02-19,CUST-01066,Laptop Stand,South,2,31.99
ORD-002511,2025-03-24,CUST-00379,Webcam,North,3,65.59
ORD-002512,2024-03-27,CUST-01131,27in Monitor,West,2,215.7
ORD-002513,2024-04-10,CUST-00065,Webcam,North,3,63.96
ORD-002514,2024-01-08,CUST-00365,Standing Desk Converter,North,1,187.65
ORD-002515,2024-07-18,CUST-00821,Noise-Canceling Headphones,West,1,181.23
ORD-002516,2025-05-19,CUST-01048,USB-C Hub,East,2,44.75
ORD-002517,2024-03-27,CUST-00540,Office Chair,West,1,234.75
ORD-002518,2024-02-12,CUST-01086,External SSD,North,2,134.39
ORD-002519,2025-01-19,CUST-00491,Wireless Mouse,South,3,25.81
ORD-002520,2025-09-12,CUST-00229,Mechanical Keyboard,West,1,80.86
ORD-002521,2025-03-10,CUST-01044,Mechanical Keyboard,East,1,84.94
ORD-002522,2025-02-11,CUST-00003,Standing Desk Converter,West,1,180.96
ORD-002523,2025-04-27,CUST-00911,Office Chair,West,2,287.39
ORD-002524,2025-10-25,CUST-00307,Office Chair,East,1,280.82
ORD-002525,2024-01-17,CUST-00432,Office Chair,South,1,259.21
ORD-002526,2025-10-06,CUST-00136,Wireless Mouse,South,1,21.4
ORD-002527,2024-05-27,CUST-00515,Noise-Canceling Headphones,North,1,192.17
ORD-002528,2024-10-03,CUST-00193,USB-C Hub,South,4,44.7
ORD-002529,2024-08-19,CUST-00873,Office Chair,West,4,252.83
ORD-002530,2024-12-31,CUST-01142,External SSD,South,2,130.04
ORD-002531,2024-08-15,CUST-00666,USB-C Hub,West,3,44.28
ORD-002532,2025-10-12,CUST-00209,Wireless Mouse,West,1,27.36
ORD-002533,2025-03-11,CUST-00952,Office Chair,West,1,252.36
ORD-002534,2025-02-02,CUST-01058,Standing Desk Converter,West,2,177.0
ORD-002535,2024-07-29,CUST-00649,Wireless Mouse,East,1,22.73
ORD-002536,2025-01-25,CUST-00120,USB-C Hub,West,2,44.71
ORD-002537,2025-05-13,CUST-00627,Webcam,East,1,60.82
ORD-002538,2025-06-23,CUST-00525,Webcam,East,3,55.97
ORD-002539,2025-07-16,CUST-00769,Standing Desk Converter,East,4,177.95
ORD-002540,2025-05-05,CUST-01113,27in Monitor,East,1,243.1
ORD-002541,2025-03-17,CUST-00512,Mechanical Keyboard,South,1,93.44
ORD-002542,2024-09-17,CUST-00047,Standing Desk Converter,South,1,213.47
ORD-002543,2024-12-15,CUST-00772,Webcam,South,2,51.19
ORD-002544,2024-12-17,CUST-00740,Standing Desk Converter,North,1,222.44
ORD-002545,2025-06-03,CUST-00522,Laptop Stand,South,1,32.14
ORD-002546,2024-11-15,CUST-00134,Webcam,West,2,53.69
ORD-002547,2024-05-17,CUST-00248,Noise-Canceling Headphones,East,3,185.44
ORD-002548,2025-07-03,CUST-00436,Office Chair,North,1,227.96
ORD-002549,2025-09-14,CUST-00686,Noise-Canceling Headphones,West,1,195.6
ORD-002550,2025-01-02,CUST-00586,27in Monitor,West,3,223.03
ORD-002551,2024-08-07,CUST-00351,Standing Desk Converter,West,1,179.31
ORD-002552,2024-12-02,CUST-00143,Laptop Stand,East,3,38.18
ORD-002553,2024-08-10,CUST-00967,Webcam,North,4,61.13
ORD-002554,2025-10-09,CUST-00804,Office Chair,South,1,255.52
ORD-002555,2024-12-25,CUST-00718,Laptop Stand,East,4,37.12
ORD-002556,2024-11-24,CUST-00643,Laptop Stand,North,1,34.23
ORD-002557,2025-04-07,CUST-00501,Noise-Canceling Headphones,North,4,169.75
ORD-002558,2025-07-14,CUST-00370,Mechanical Keyboard,West,1,89.06
ORD-002559,2025-01-16,CUST-01110,USB-C Hub,East,1,40.54
ORD-002560,2025-08-12,CUST-00787,Mechanical Keyboard,South,2,85.16
ORD-002561,2025-09-08,CUST-00739,Standing Desk Converter,South,1,171.28
ORD-002562,2024-06-17,CUST-00950,Standing Desk Converter,South,1,181.55
ORD-002563,2024-08-04,CUST-00522,Mechanical Keyboard,North,4,86.05
ORD-002564,2025-01-12,CUST-00489,USB-C Hub,East,3,44.21
ORD-002565,2024-04-28,CUST-00397,Webcam,North,4,66.88
ORD-002566,2024-07-08,CUST-00896,Laptop Stand,West,2,32.92
ORD-002567,2025-01-04,CUST-00355,Laptop Stand,West,2,36.08
ORD-002568,2024-05-28,CUST-00947,Mechanical Keyboard,East,1,77.75
ORD-002569,2025-11-06,CUST-00288,Mechanical Keyboard,West,4,87.63
ORD-002570,2025-10-13,CUST-00998,Wireless Mouse,North,3,24.05
ORD-002571,2025-05-02,CUST-00536,USB-C Hub,East,1,45.66
ORD-002572,2025-01-08,CUST-00851,Noise-Canceling Headphones,East,2,173.76
ORD-002573,2025-11-23,CUST-00838,Laptop Stand,East,1,37.79
ORD-002574,2024-06-08,CUST-00168,Noise-Canceling Headphones,North,4,180.15
ORD-002575,2024-12-16,CUST-00950,Office Chair,South,1,277.73
ORD-002576,2024-10-14,CUST-00621,Webcam,South,1,48.96
ORD-002577,2024-10-14,CUST-00428,Mechanical Keyboard,East,4,91.19
ORD-002578,2024-08-13,CUST-00490,Wireless Mouse,West,3,25.27
ORD-002579,2025-06-06,CUST-00355,Wireless Mouse,East,1,23.36
ORD-002580,2025-06-05,CUST-00196,Standing Desk Converter,West,1,190.02
ORD-002581,2024-09-29,CUST-00545,Office Chair,North,3,278.13
ORD-002582,2025-02-05,CUST-00717,Webcam,West,2,65.22
ORD-002583,2024-07-01,CUST-00824,Webcam,East,2,59.22
ORD-002584,2025-10-26,CUST-00932,27in Monitor,North,2,218.64
ORD-002585,2025-05-02,CUST-01003,Mechanical Keyboard,East,4,86.53
ORD-002586,2024-05-03,CUST-00659,Standing Desk Converter,East,1,192.66
ORD-002587,2025-09-17,CUST-00939,USB-C Hub,North,2,42.88
ORD-002588,2025-02-17,CUST-00780,USB-C Hub,West,1,47.7
ORD-002589,2025-12-25,CUST-00011,External SSD,West,3,104.42
ORD-002590,2024-06-20,CUST-00396,Webcam,South,2,58.5
ORD-002591,2024-10-14,CUST-00731,Noise-Canceling Headphones,South,4,156.93
ORD-002592,2025-03-10,CUST-00409,Office Chair,North,1,266.77
ORD-002593,2025-11-16,CUST-00362,Wireless Mouse,West,4,26.62
ORD-002594,2024-04-22,CUST-01027,Mechanical Keyboard,South,2,89.51
ORD-002595,2024-05-01,CUST-00084,Office Chair,North,2,254.89
ORD-002596,2025-06-27,CUST-00156,Laptop Stand,South,1,36.27
ORD-002597,2024-08-09,CUST-00707,27in Monitor,North,1,177.01
ORD-002598,2025-09-22,CUST-00472,Wireless Mouse,South,2,24.37
ORD-002599,2024-02-08,CUST-00619,Office Chair,North,1,249.97
ORD-002600,2025-05-11,CUST-00134,Office Chair,North,2,278.39
ORD-002601,2024-08-20,CUST-00788,27in Monitor,North,4,180.72
ORD-002602,2025-06-13,CUST-00907,Office Chair,West,1,250.32
ORD-002603,2024-05-28,CUST-00864,Standing Desk Converter,West,1,180.23
ORD-002604,2025-01-31,CUST-00667,Wireless Mouse,South,3,26.27
ORD-002605,2025-10-22,CUST-00277,Laptop Stand,East,1,33.11
ORD-002606,2025-09-29,CUST-00882,Wireless Mouse,East,1,24.8
ORD-002607,2024-10-28,CUST-00013,27in Monitor,South,2,216.83
ORD-002608,2024-12-25,CUST-00342,Laptop Stand,South,1,34.24
ORD-002609,2024-08-25,CUST-00035,USB-C Hub,East,1,45.29
ORD-002610,2025-10-08,CUST-00559,Mechanical Keyboard,South,1,88.64
ORD-002611,2025-10-24,CUST-00405,Webcam,East,3,60.6
ORD-002612,2024-08-23,CUST-00658,USB-C Hub,East,2,54.09
ORD-002613,2024-07-21,CUST-00159,Standing Desk Converter,East,4,164.38
ORD-002614,2024-09-12,CUST-00956,Wireless Mouse,West,1,23.42
ORD-002615,2025-08-20,CUST-01134,Laptop Stand,East,3,35.22
ORD-002616,2025-10-23,CUST-00549,Mechanical Keyboard,West,1,98.01
ORD-002617,2024-08-22,CUST-00985,Mechanical Keyboard,West,2,96.87
ORD-002618,2024-12-10,CUST-00279,27in Monitor,North,3,245.41
ORD-002619,2025-06-17,CUST-00479,27in Monitor,East,3,221.57
ORD-002620,2025-04-10,CUST-00111,27in Monitor,East,2,244.26
ORD-002621,2025-06-24,CUST-00431,Noise-Canceling Headphones,East,3,173.08
ORD-002622,2024-07-31,CUST-00542,Wireless Mouse,South,4,26.3
ORD-002623,2025-04-07,CUST-01139,External SSD,North,2,125.47
ORD-002624,2025-03-11,CUST-01114,Standing Desk Converter,West,1,193.15
ORD-002625,2024-10-09,CUST-00360,Office Chair,West,1,232.52
ORD-002626,2025-07-15,CUST-00372,Standing Desk Converter,South,3,159.83
ORD-002627,2025-08-29,CUST-01039,Webcam,North,1,60.36
ORD-002628,2025-04-07,CUST-00955,27in Monitor,West,1,218.36
ORD-002629,2025-02-10,CUST-00259,Webcam,South,1,53.53
ORD-002630,2024-03-28,CUST-00778,Standing Desk Converter,South,3,199.99
ORD-002631,2024-02-13,CUST-00120,Noise-Canceling Headphones,East,3,169.83
ORD-002632,2025-04-05,CUST-00976,Webcam,West,3,62.76
ORD-002633,2024-10-04,CUST-00913,Wireless Mouse,North,4,25.14
ORD-002634,2025-11-13,CUST-01152,Laptop Stand,West,4,37.19
ORD-002635,2025-02-24,CUST-00723,External SSD,East,2,109.59
ORD-002636,2025-12-01,CUST-00523,External SSD,East,3,105.64
ORD-002637,2024-12-18,CUST-00325,Standing Desk Converter,South,4,194.23
ORD-002638,2025-11-26,CUST-01074,Office Chair,North,1,286.08
ORD-002639,2025-05-29,CUST-00069,27in Monitor,North,1,232.31
ORD-002640,2025-12-03,CUST-00391,Standing Desk Converter,North,1,181.87
ORD-002641,2025-09-21,CUST-00383,Webcam,North,4,65.14
ORD-002642,2024-01-19,CUST-00016,Noise-Canceling Headphones,South,3,184.42
ORD-002643,2024-01-23,CUST-00846,Laptop Stand,North,2,32.76
ORD-002644,2025-02-16,CUST-00869,External SSD,South,4,121.82
ORD-002645,2024-01-30,CUST-00568,USB-C Hub,South,1,44.6
ORD-002646,2024-04-17,CUST-00132,External SSD,South,3,118.59
ORD-002647,2025-01-01,CUST-00273,Laptop Stand,East,2,31.44
ORD-002648,2024-10-07,CUST-00484,Wireless Mouse,South,1,26.11
ORD-002649,2024-05-07,CUST-00550,Webcam,North,1,59.12
ORD-002650,2024-08-16,CUST-00357,Mechanical Keyboard,North,3,87.9
ORD-002651,2024-04-20,CUST-01072,Noise-Canceling Headphones,East,2,188.42
ORD-002652,2024-05-15,CUST-01034,Office Chair,South,4,250.35
ORD-002653,2024-12-27,CUST-00233,USB-C Hub,West,1,39.83
ORD-002654,2024-07-04,CUST-00036,Standing Desk Converter,East,3,215.38
ORD-002655,2025-10-17,CUST-00413,27in Monitor,South,1,219.54
ORD-002656,2025-08-06,CUST-01028,27in Monitor,East,2,221.84
ORD-002657,2024-05-08,CUST-00044,27in Monitor,East,1,221.64
ORD-002658,2024-09-17,CUST-00568,USB-C Hub,North,4,46.41
ORD-002659,2025-05-29,CUST-00740,Laptop Stand,North,4,36.33
ORD-002660,2025-03-24,CUST-00114,Office Chair,East,4,286.56
ORD-002661,2024-04-13,CUST-00397,External SSD,West,3,135.18
ORD-002662,2025-04-27,CUST-01198,Standing Desk Converter,South,4,181.88
ORD-002663,2024-08-11,CUST-00466,Mechanical Keyboard,South,3,92.97
ORD-002664,2025-05-05,CUST-00847,Office Chair,North,2,281.23
ORD-002665,2025-04-17,CUST-00502,Standing Desk Converter,East,1,202.48
ORD-002666,2024-01-10,CUST-00441,Mechanical Keyboard,East,2,100.15
ORD-002667,2025-02-08,CUST-00069,Noise-Canceling Headphones,South,4,188.42
ORD-002668,2024-10-28,CUST-00326,Laptop Stand,West,1,36.17
ORD-002669,2024-08-18,CUST-00067,Noise-Canceling Headphones,South,4,167.45
ORD-002670,2025-12-31,CUST-00304,Laptop Stand,East,4,36.21
ORD-002671,2024-03-06,CUST-00972,Webcam,South,1,53.88
ORD-002672,2024-04-21,CUST-00484,External SSD,West,2,124.43
ORD-002673,2024-01-13,CUST-00929,Wireless Mouse,West,1,25.64
ORD-002674,2025-01-27,CUST-01183,Wireless Mouse,West,1,22.14
ORD-002675,2025-05-14,CUST-00149,Laptop Stand,North,3,34.7
ORD-002676,2025-08-20,CUST-01051,Wireless Mouse,East,4,23.75
ORD-002677,2024-08-21,CUST-00987,USB-C Hub,East,2,48.01
ORD-002678,2025-08-24,CUST-00584,Standing Desk Converter,West,4,185.53
ORD-002679,2024-11-09,CUST-00248,Office Chair,South,1,225.79
ORD-002680,2025-07-19,CUST-01125,Noise-Canceling Headphones,West,4,186.42
ORD-002681,2024-01-12,CUST-00702,Webcam,South,3,59.77
ORD-002682,2024-07-27,CUST-00096,External SSD,South,1,118.77
ORD-002683,2024-01-14,CUST-00282,External SSD,North,3,112.7
ORD-002684,2025-09-24,CUST-00322,Webcam,North,3,64.71
ORD-002685,2025-02-21,CUST-00529,27in Monitor,North,1,224.55
ORD-002686,2025-03-12,CUST-00263,27in Monitor,North,2,223.46
ORD-002687,2025-01-11,CUST-00580,27in Monitor,North,4,203.8
ORD-002688,2024-01-20,CUST-00294,Webcam,West,3,54.14
ORD-002689,2025-08-09,CUST-00395,Wireless Mouse,South,2,32.53
ORD-002690,2024-03-10,CUST-00513,Mechanical Keyboard,West,3,81.7
ORD-002691,2024-07-29,CUST-00921,Webcam,East,3,50.38
ORD-002692,2024-04-10,CUST-00810,Wireless Mouse,West,1,24.23
ORD-002693,2025-11-28,CUST-00920,Office Chair,East,1,258.6
ORD-002694,2024-05-11,CUST-00693,Webcam,North,4,57.27
ORD-002695,2025-09-14,CUST-00235,Noise-Canceling Headphones,East,1,169.85
ORD-002696,2025-01-15,CUST-00952,Wireless Mouse,East,2,25.01
ORD-002697,2024-05-11,CUST-01032,External SSD,East,1,124.73
ORD-002698,2024-01-20,CUST-00539,Laptop Stand,West,2,31.08
ORD-002699,2025-06-19,CUST-00820,Laptop Stand,East,3,34.23
ORD-002700,2024-08-14,CUST-01115,Webcam,South,1,58.79
ORD-002701,2024-06-02,CUST-00272,Noise-Canceling Headphones,West,2,176.56
ORD-002702,2025-04-13,CUST-01029,Noise-Canceling Headphones,East,1,171.81
ORD-002703,2025-02-08,CUST-01142,Laptop Stand,North,1,33.09
ORD-002704,2024-07-20,CUST-00593,Wireless Mouse,East,1,28.74
ORD-002705,2024-02-07,CUST-00976,Office Chair,East,1,213.51
ORD-002706,2024-07-06,CUST-00115,Webcam,East,2,65.57
ORD-002707,2024-02-26,CUST-00263,Office Chair,West,1,236.24
ORD-002708,2024-01-20,CUST-00207,27in Monitor,North,4,230.96
ORD-002709,2024-09-29,CUST-00303,Mechanical Keyboard,East,1,91.47
ORD-002710,2024-04-28,CUST-00112,USB-C Hub,West,4,41.26
ORD-002711,2025-08-05,CUST-00185,27in Monitor,East,1,218.78
ORD-002712,2025-05-30,CUST-00901,Standing Desk Converter,South,2,180.28
ORD-002713,2024-08-08,CUST-00221,External SSD,South,1,117.86
ORD-002714,2025-06-09,CUST-01141,USB-C Hub,East,4,50.11
ORD-002715,2025-05-29,CUST-01094,External SSD,South,1,130.99
ORD-002716,2025-12-28,CUST-00898,Webcam,West,1,56.32
ORD-002717,2024-12-01,CUST-01094,27in Monitor,North,1,232.87
ORD-002718,2025-11-28,CUST-00622,Noise-Canceling Headphones,East,1,196.62
ORD-002719,2024-02-24,CUST-00427,Laptop Stand,North,4,34.8
ORD-002720,2025-05-14,CUST-00644,Laptop Stand,East,1,37.05
ORD-002721,2025-06-19,CUST-00568,Office Chair,East,1,312.6
ORD-002722,2024-06-10,CUST-00443,USB-C Hub,North,3,42.12
ORD-002723,2025-10-31,CUST-00601,Standing Desk Converter,East,1,199.25
ORD-002724,2025-08-16,CUST-01161,27in Monitor,North,1,208.33
ORD-002725,2024-06-07,CUST-00504,Laptop Stand,East,1,33.58
ORD-002726,2024-07-06,CUST-00131,Wireless Mouse,East,1,24.29
ORD-002727,2024-02-29,CUST-00218,Noise-Canceling Headphones,South,1,182.65
ORD-002728,2024-11-14,CUST-00688,External SSD,North,3,143.63
ORD-002729,2024-07-29,CUST-00171,Webcam,East,1,57.71
ORD-002730,2025-02-09,CUST-00612,Office Chair,South,3,275.36
ORD-002731,2025-10-25,CUST-00992,USB-C Hub,North,1,43.01
ORD-002732,2024-04-18,CUST-01153,Mechanical Keyboard,West,3,86.84
ORD-002733,2024-03-16,CUST-00057,Laptop Stand,North,2,39.84
ORD-002734,2025-06-25,CUST-00246,Office Chair,East,2,282.7
ORD-002735,2024-11-09,CUST-00144,Wireless Mouse,East,2,24.42
ORD-002736,2024-04-26,CUST-01075,Wireless Mouse,North,1,24.5
ORD-002737,2025-12-04,CUST-00368,Standing Desk Converter,North,2,203.04
ORD-002738,2024-01-19,CUST-00218,USB-C Hub,East,4,43.07
ORD-002739,2025-03-07,CUST-00616,Standing Desk Converter,North,3,188.19
ORD-002740,2025-11-15,CUST-01180,USB-C Hub,North,1,44.86
ORD-002741,2024-12-15,CUST-00442,Laptop Stand,East,2,34.85
ORD-002742,2024-07-01,CUST-00841,27in Monitor,East,3,211.83
ORD-002743,2024-04-22,CUST-00956,Webcam,South,2,51.11
ORD-002744,2024-07-01,CUST-00699,External SSD,East,4,136.25
ORD-002745,2025-04-25,CUST-00876,External SSD,East,1,129.16
ORD-002746,2024-05-25,CUST-00776,27in Monitor,East,2,220.65
ORD-002747,2025-09-19,CUST-00762,Wireless Mouse,East,4,23.76
ORD-002748,2024-04-22,CUST-00945,Noise-Canceling Headphones,West,1,197.32
ORD-002749,2025-04-20,CUST-00923,Webcam,South,2,61.0
ORD-002750,2024-10-29,CUST-00935,Laptop Stand,South,2,32.52
ORD-002751,2024-04-27,CUST-00025,27in Monitor,North,3,235.8
ORD-002752,2024-06-09,CUST-00806,Webcam,North,1,62.2
ORD-002753,2025-02-04,CUST-00764,External SSD,North,1,124.93
ORD-002754,2024-07-16,CUST-01084,Webcam,South,4,62.85
ORD-002755,2024-09-16,CUST-00434,USB-C Hub,East,2,47.27
ORD-002756,2025-10-21,CUST-00879,Office Chair,North,4,286.09
ORD-002757,2024-02-16,CUST-01090,USB-C Hub,East,4,52.11
ORD-002758,2025-02-02,CUST-00910,27in Monitor,South,1,225.67
ORD-002759,2025-12-10,CUST-00565,Laptop Stand,West,1,41.58
ORD-002760,2025-07-12,CUST-00106,Mechanical Keyboard,East,1,99.58
ORD-002761,2024-03-18,CUST-00096,Standing Desk Converter,West,2,186.26
ORD-002762,2024-05-03,CUST-00168,Standing Desk Converter,West,1,166.99
ORD-002763,2024-03-15,CUST-00042,Mechanical Keyboard,West,1,98.67
ORD-002764,2024-05-16,CUST-00104,Webcam,East,1,54.34
ORD-002765,2025-08-24,CUST-00520,Mechanical Keyboard,South,2,89.3
ORD-002766,2025-02-03,CUST-00282,Standing Desk Converter,East,1,202.99
ORD-002767,2025-05-19,CUST-01067,Wireless Mouse,South,2,22.4
ORD-002768,2025-05-14,CUST-00947,External SSD,North,4,117.37
ORD-002769,2025-07-26,CUST-01134,Standing Desk Converter,South,1,170.35
ORD-002770,2024-05-17,CUST-00749,Standing Desk Converter,North,1,228.02
ORD-002771,2024-02-19,CUST-00831,Wireless Mouse,South,1,25.94
ORD-002772,2025-09-10,CUST-00049,Standing Desk Converter,North,2,184.37
ORD-002773,2025-09-16,CUST-00115,Webcam,South,2,51.56
ORD-002774,2024-09-10,CUST-01179,Wireless Mouse,North,1,23.95
ORD-002775,2025-09-21,CUST-00503,External SSD,South,1,111.69
ORD-002776,2025-12-10,CUST-00986,Laptop Stand,West,2,33.45
ORD-002777,2025-07-16,CUST-00071,USB-C Hub,South,1,46.89
ORD-002778,2025-03-01,CUST-01012,Laptop Stand,West,4,31.05
ORD-002779,2025-06-30,CUST-00067,Wireless Mouse,North,1,27.99
ORD-002780,2024-10-28,CUST-00967,Wireless Mouse,West,1,21.39
ORD-002781,2025-08-03,CUST-00181,27in Monitor,North,3,225.24
ORD-002782,2024-12-14,CUST-00613,Office Chair,West,1,245.52
ORD-002783,2024-02-18,CUST-00697,Office Chair,North,4,289.11
ORD-002784,2024-03-14,CUST-00603,Wireless Mouse,East,3,28.16
ORD-002785,2025-12-04,CUST-00248,USB-C Hub,North,2,49.35
ORD-002786,2024-09-17,CUST-00359,27in Monitor,East,1,230.07
ORD-002787,2024-12-21,CUST-00249,Mechanical Keyboard,North,2,90.71
ORD-002788,2025-08-04,CUST-00638,Noise-Canceling Headphones,East,3,201.31
ORD-002789,2025-08-24,CUST-00950,USB-C Hub,East,1,41.81
ORD-002790,2024-09-16,CUST-01112,Wireless Mouse,West,1,25.89
ORD-002791,2025-09-29,CUST-00663,Wireless Mouse,East,2,27.44
ORD-002792,2024-10-21,CUST-00176,USB-C Hub,South,3,47.33
ORD-002793,2025-10-02,CUST-00723,Webcam,North,3,64.41
ORD-002794,2024-11-08,CUST-00426,27in Monitor,East,2,231.12
ORD-002795,2025-09-03,CUST-00771,Wireless Mouse,None,1,27.59
ORD-002796,2024-06-30,CUST-00703,Noise-Canceling Headphones,West,1,178.09
ORD-002797,2025-11-16,CUST-00081,Mechanical Keyboard,North,4,103.28
ORD-002798,2024-12-29,CUST-00927,Laptop Stand,East,2,41.17
ORD-002799,2024-07-06,CUST-00138,External SSD,East,4,103.28
ORD-002800,2025-07-22,CUST-00470,Noise-Canceling Headphones,South,3,170.84
ORD-002801,2025-06-26,CUST-00350,External SSD,East,2,110.38
ORD-002802,2025-08-18,CUST-01150,Standing Desk Converter,South,1,176.48
ORD-002803,2025-10-25,CUST-00310,Webcam,North,1,62.41
ORD-002804,2025-07-01,CUST-01044,Noise-Canceling Headphones,West,3,186.78
ORD-002805,2025-12-25,CUST-01002,Office Chair,South,1,251.43
ORD-002806,2025-02-11,CUST-00269,Webcam,East,4,63.68
ORD-002807,2025-09-09,CUST-01027,Office Chair,East,2,247.12
ORD-002808,2025-02-17,CUST-00770,Mechanical Keyboard,East,1,87.96
ORD-002809,2024-12-07,CUST-00016,Mechanical Keyboard,North,1,97.49
ORD-002810,2024-08-07,CUST-00606,Mechanical Keyboard,East,1,88.5
ORD-002811,2024-06-11,CUST-00813,Webcam,South,1,52.74
ORD-002812,2024-08-07,CUST-01157,Mechanical Keyboard,South,1,103.95
ORD-002813,2024-09-26,CUST-00482,USB-C Hub,West,4,48.38
ORD-002814,2025-09-23,CUST-00895,External SSD,North,2,125.21
ORD-002815,2025-02-03,CUST-00269,External SSD,West,1,128.57
ORD-002816,2024-06-30,CUST-00414,27in Monitor,South,1,222.8
ORD-002817,2025-09-09,CUST-00025,Office Chair,South,4,222.43
ORD-002818,2025-12-29,CUST-00316,External SSD,South,4,119.04
ORD-002819,2024-07-23,CUST-00571,Wireless Mouse,South,3,23.08
ORD-002820,2025-08-04,CUST-00725,External SSD,South,1,118.66
ORD-002821,2025-07-09,CUST-01008,Wireless Mouse,South,1,25.29
ORD-002822,2024-08-15,CUST-00389,27in Monitor,East,4,239.12
ORD-002823,2025-11-26,CUST-00722,Standing Desk Converter,North,3,180.27
ORD-002824,2025-09-10,CUST-00444,Webcam,South,3,54.34
ORD-002825,2025-08-18,CUST-00999,Noise-Canceling Headphones,South,2,169.71
ORD-002826,2024-09-06,CUST-01081,Standing Desk Converter,West,1,212.26
ORD-002827,2025-03-16,CUST-00697,27in Monitor,North,2,220.01
ORD-002828,2025-06-16,CUST-00971,External SSD,West,1,125.14
ORD-002829,2024-07-14,CUST-00721,External SSD,North,1,123.05
ORD-002830,2025-11-20,CUST-00368,Office Chair,South,1,246.74
ORD-002831,2025-06-02,CUST-00342,Webcam,North,1,62.46
ORD-002832,2024-03-10,CUST-00304,27in Monitor,South,1,229.26
ORD-002833,2025-09-30,CUST-00764,Mechanical Keyboard,West,3,94.85
ORD-002834,2025-02-02,CUST-00816,Noise-Canceling Headphones,South,2,159.34
ORD-002835,2025-11-02,CUST-00112,Standing Desk Converter,North,1,200.95
ORD-002836,2024-07-21,CUST-00878,USB-C Hub,North,1,52.4
ORD-002837,2024-05-27,CUST-01030,USB-C Hub,North,1,47.48
ORD-002838,2025-04-16,CUST-00930,USB-C Hub,West,2,49.07
ORD-002839,2025-10-16,CUST-00703,27in Monitor,West,1,250.63
ORD-002840,2024-07-17,CUST-00846,Mechanical Keyboard,South,2,89.36
ORD-002841,2025-03-01,CUST-00944,Laptop Stand,South,1,34.13
ORD-002842,2025-10-27,CUST-00279,USB-C Hub,West,3,46.55
ORD-002843,2025-05-06,CUST-00382,Standing Desk Converter,East,2,211.66
ORD-002844,2024-05-21,CUST-00013,Laptop Stand,West,1,34.55
ORD-002845,2024-11-08,CUST-00303,Noise-Canceling Headphones,South,1,160.22
ORD-002846,2024-06-13,CUST-00160,Office Chair,North,3,275.51
ORD-002847,2024-11-09,CUST-00154,Mechanical Keyboard,East,4,97.65
ORD-002848,2024-01-21,CUST-00754,Office Chair,East,4,270.99
